a9813cc7 10:1767
e99ebdde 82:2837
2760965b 11:1713
d693bd98 24:6857/10:4645/12:6867
0a68faa2 12:5746
20901ebd 33:5767
50f1ba3e 20:7675
036a50c8 11:4645
a2379033 12:6835
a9132ed9 12:4756
c9d869fa 19:7766
9c2991bd 36:1514/99:5746
8b73df24 13:4756
b56dd81b 11:6756
6c40013a 11:3635
f9347e45 85:2625
23a53107 69:2837
4e20d57b 12:3746/31:6857
8581e0f9 13:3526
eff49dac 12:3847
0589957b 14:1737
01c58d75 13:3736
8bfa3fd4 42:3837
d9fb5d5a 22:6657
dca44240 10:2827/10:6857
12d3ea9a 17:8887
fdf19980 14:2625
4fba3942 17:3645
e804695a 11:2717/25:4645/12:5756
81442f08 15:4645/24:4858
ffd7aaf4 20:2625
23a5772b 11:6564
3e413182 10:4645/11:3847
0279ce42 13:4756
b38eee9c 12:6777/37:3746
5612ba78 10:3534
24dc929c 12:8887
e18f9d91 113:1713
e88d29a4 11:3827
9db390f6 15:7675
8c83f338 10:2625
5e8a9926 57:4858/18:2837
569b2bc2 12:1713
a32421af 20:5767
1d322f75 11:0807
8b73532b 29:3728/21:6867/17:5847
952b975d 19:6756
ec488a05 12:3727
e015274b 16:2736
7382d901 32:3727
7fdf74eb 20:3635
4bf6cf47 14:4857/10:4645
6e6690ac 290:5868/15:1514
62b2b352 71:1713
7cea76fa 30:4858/10:3746
d4b575da 14:2827
74723c8c 26:6665/10:1747
e5c3d3a8 10:6877
3f528b55 16:3635
ffd7052c 12:3746
7e458c23 16:2736
4f332b8a 11:4858
7d708552 19:4858
2b3df4ba 15:6857/29:4858
10f56f61 10:2625
a54e4566 11:5766
782f86f8 14:3746
2b3dec3e 10:3635
26734dd7 13:3847
1ca8ec97 13:2625
b307070c 14:6857
841bb87f 46:5868
d43cdf17 12:6857
ae6adf3d 11:3534
79b524d5 10:3728
610e7878 10:7766
8e2c13df 27:2827/37:2837
7655e877 17:4645
b29c6b45 290:6877
f124e07b 13:3534
569ab86b 94:4837/39:0605/12:6867/12:2827
07aed0ee 661:5867/63:7768/78:1615
50f09ecd 15:1713
c6b1f608 10:5554
f037c5c8 20:2827/13:6867
ba8df48e 541:5766
b56cae55 148:6564
03e2925c 11:4544
0ae02049 17:1454
3b1f0940 2603:4645/19:1514/244:3635/58:6857/38:3847/12:4857
3651a524 10:2625
9e87407a 34:4756
8ea421c0 14:1514
463012f5 19:4645
2547df0d 16:5767
c2fd8170 20:7788
df19c81a 134:4645/314:4858/15:3635
a99bc81a 11:1413
2993c0c8 16:2524
6765e01b 11:3635
223ee544 11:5655
2547ff08 19:6867
793d3284 12:6857
c274240f 39:2827/16:4837
e805a89d 13:7675
0634cf52 16:5655
ce296f6c 11:3726
6a2bb175 17:2625
10f411fa 1153:6857/40:3847/36:3746/13:5867
e1072b7b 14:3635
51e303da 28:6857
9a423672 13:7675
e5c2c368 15:1413
4e2135f6 23:4858
2454460c 16:6564
1f1542b0 13:3736
11e76484 17:1615/10:5655
12d26671 15:3736
a3254ac8 75:7768/17:5655
c638ae3a 16:5767
15ab47a0 49:6665
65437c22 10:0605
40d32909 32:3847/16:4635
c9d997e2 19:5847/81:2827/10:6756
095c19a2 23:4847
e998d980 18:4756
a99cd222 43:4645/28:3847
b0bd07c9 755:6857/149:6877
f5e61ba7 10:3635
107a49d0 13:1826
6f734c32 10:6867/12:1757
ae6c57d2 31:7768
1dbd76e6 12:7768
970b7ecb 20:4544
525869fc 20:4857
a548d812 12:4837
61814863 12:4655
a5c141b1 20:3635/62:4857/15:2716
210cd822 168:0504/14:4756
d8ee3ab4 11:7766/18:4645
ca62d700 17:1514/15:6877
b5e25f3c 15:6877/20:0605/14:1615
8ea3466a 100:6877
3ce8e795 47:1713
2b3b1710 189:6756/13:7766/29:5847/12:4837/32:0504
dc2bb65c 15:8685
c2faf730 11:3746
7567c425 12:667
df1e892f 21:0605
74fd7b6b 14:6777
3309e32b 11:3736
0c04e3a0 13:1413/10:3736
232a80be 17:2625
a10482fb 11:3635
e5c50580 46:1514/22:6877
8e2afa73 23:3635
3c615ece 113:7768/15:5655
a2b81fe4 12:7766/14:8685
8a66ec90 12:1514
8d967df8 12:1514
47adca21 10:4858
10f34f64 18:5766
3ce820b5 139:1713
b0340ca1 13:7866
0c8d895f 13:0605/13:3635
de84f6b2 10:3746
53c25390 28:5766
201f7b7a 16:6763
08480524 16:7766
1dbdf9c8 61:6665
3e47b394 14:5655
37cc8142 41:8685/26:3746
5f164bd2 24:1514/12:5655
1978482e 32:3727/12:6857
ff5893dd 49:7675
cd92b966 18:3727
d61cee48 31:1615
2c42ff77 21:6877
0d173eec 10:4744
6ccf074c 10:1323
7c65e12c 12:1747
7384dc7c 12:5756
eaad0258 38:6776
9db5b008 88:6665
6e609716 45:4645/13:4857
84945892 12:3736
d9741595 29:3847/19:7767
a88f3e1d 53:1625
7e43db3e 50:4635/20:3726/12:3635/11:0605/12:1727
952da81f 21:5767
41c7505d 33:2717
601b125c 22:2837
463626b4 17:5766
d1edc78b 17:4837
552057b9 31:1317/10:6857
6456ca0b 28:6675
1ac540e2 588:1514/81:6665/18:4858
87a08092 10:3635
acc2fb34 53:4756
aff7e8c4 12:2625
40d58c1c 20:3727
23a23b6f 16:5756
9db433be 11:3635
414f7e2c 13:357
186aba65 17:2524/12:1727
5f9e2a62 36:1615
fc6c6885 13:4655
81cae1de 36:1315/16:6857
027e5c9a 17:3847
3471eb8b 18:3526
ba0245aa 145:1747
691832cd 42:1514
d694bcb7 23:2524
2541950c 31:0605/15:6756
a3aa09db 52:1315
5259265b 26:1757/23:6756
0ae68199 119:5766
1bd6e5fd 219:3534
2097fccc 20:0804
b0bc9f6c 46:3635
e1017bbc 14:3736
bf5db914 33:0605/10:5746
cbf999d8 10:2837
cb701bb6 12:3746
67eafa8c 11:6766
7dfe23e5 17:2736
cd1a06b8 11:4837
a99d5d60 15:4858
c2fb2211 15:3736/15:5747
2dd97674 13:3727/10:2827
d61de007 36:1615/20:0605
dbdac170 11:2625
276740a7 11:4635/11:4655
c147984b 11:7866
8d1e35aa 143:2837/15:2625
48c4baf0 13:1514
5433fa9f 35:3847/12:7766
7d77f72a 23:7675
ad588ae0 1521:4645/8318:6857/2240:1615/245:0605/429:5867/222:5655/278:1757/1243:6867/704:1767/32:7766/10:6564
8050e76d 25:1514/21:7766/58:3746/34:8685
e09ba0b6 12:1525
2c4388d4 490:2625/517:3847
8c0d430a 10:4655
59f4b2f8 12:7766
8841591a 45:2625/11:3847
943f914c 14:3736
288628df 64:7675
5e041b1f 23:1413
e1889126 22:3526
5520a671 32:3727
4a6b6df4 14:5766
dbda8210 54:1514
e910b135 20:5645
ef7aa6a7 18:2827
d2d82ebc 135:7866/23:2827
c63ed44f 14:7675
9e080bb6 10:4837
9f91498b 11:0807
aee7e7ed 11:4736
9780f05e 14:1615
eb35787a 36:5767
e8006d0d 15:4837
3f5617ba 159:4858/28:8685/294:4847
ea266467 82:5766
3cea9224 10:5655/36:4837
9693e6fa 15:2625
8951a1b0 17:0605
c63d063e 783:7768/67:2625
de866f07 13:6766/11:2736
fec0ae49 36:5857/16:3635
484e9cbf 17:7675
ad5b4ef0 14:2717
552355a9 12:2415
10785432 23:2423
9e0bf433 18:761
aa224a8b 29:6824
0bf67c76 10:2827
23288c2b 13:3827
a2ba07a0 14:0605/17:4645
87a3d76f 20:3635/20:0605/37:4645/39:4858
623f8500 23:1826
525a276d 10:8685
dca00a17 63:457
4a68f4aa 11:6564
fec0da1f 11:7722n
cbfa65b9 16:5847
329176c8 23:617
5f149eaf 23:2423
96939e26 272:1826
5f9d2525 11:6877
f4f7540f 19:1757
fce6e9f6 12:7768
8a64d86f 20:2837/30:3847
0fba492c 1908:4645/377:4857/27:1514/227:3847/48:3635/11:2625
07227a17 15:3827
ee6a00e6 48:6824
47afe2d9 34:0504
850c60e0 25:7766
cb73c98e 11:6665
4bf2b458 12:6564
f823916d 13:3847
d70dff21 20:6665
cb73316e 32:3736
e011483f 11:2827
bce21f0e 23:5767
9780658c 21:7766
02f41a18 23:761
cc83b30e 80:5857/35:4635/28:3635
80da2138 43:1727
e6f2fa3a 25:2625
c3eb3df8 20:5868
43e33990 27:5767
e99a4de5 39:3727
2bb03635 21:5767
07ab58f6 48:6867
5a4b1180 21:5867
59f796d0 188:3847/30:1514/30:8685/77:3746/15:7766
4bf2feea 28:4837
c8cfe2b4 11:5868
6c44b243 11:5655
e2371a0c 16:2515/29:7722n
276402a5 31:3736
0d15479e 11:3727
6d578d30 11:2827
a4d0b7b9 14:4756
9b543392 10:1514
095954d6 11:3746/20:6777
0e205ff6 49:3746/28:8685/15:7766
4ae1cfce 18:1525/15:667
a54a2244 35:2827/72:1525/73:0605/51:8685/21:6665/24:2837
ab31814c 14:4645
450109d9 10:3635
34fa2cac 79:0605
0d14bb25 13:5868
9973ca05 120:5655
e6f34142 90:2817
bc6a1aa8 11:3635
cae8282a 17:307
a321da28 21:1757/27:1747
5e8f5ce9 12:5766/12:1514
6a2f7f62 20:3728
be4c0571 12:5655
125f5c83 22:4857
3b1b2920 34:7675
35609cff 27:0504/14:4857
7e402402 19:3746
07aab7b4 1235:5867/276:4645/37:3635/12:2625
25ca7ae9 13:2726/13:2524
0505304d 28:0504
c95495d3 16:5453
3a084014 28:4837
005a591e 117:5767
405e5f46 27:7675
12d6ab06 11:3727
9e830f80 24:4857
516e21f6 39:7768
d785b023 11:2524
14bcb7f9 20:4471n
084bff6f 22:4858
7e404ddf 12:2575
5f9c36e0 275:3847/123:3746/16:6857/71:7766/70:8685
2329b885 76:4275n
9ca53cd9 19:7766
8ea053ca 13:8685
31a55a45 17:2827
53481799 11:2635
48c64feb 11:651
578d9023 14:7675
7f536a09 34:2817
597fbdaa 15:2837/40:2827
7f5368b9 11:8887
747727e1 80:3726/66:6877/17:1615
37cfa3f7 13:4858
29976119 40:7786/61:5857
c7a616d0 18:7766
ad5ae63d 12:6857
169a7424 10:7766
dbd8d241 15:2523
382eabfc 15:4837
e45c6929 12:5867
084b0444 87:7866
586c7e1a 16:4756
8141a829 11:5746
8638c81a 21:4756
0fbbf50e 33:3526
48c6e0eb 63:6867/52:7766/21:1757/61:6857/11:2837
a0141c67 10:5756
e88831f1 11:6564/11:4837
ca617b89 12:5554
cf3e6cf0 39:4857
6c45907e 12:3848
e7692284 27:2717/18:5746
ba00ec98 329:7768
2b38892e 10:6777
3e44f775 11:4736
d5a31b58 20:3847
cfb7c7be 20:7766/27:8685
15af1b60 78:1826
ff5bebdb 61:7675
b4f2d749 16:5735
bdf0669e 11:7768
777e1860 32:4645
b772155e 25:0605
9512c670 136:5868/15:1514
bc56b2a0 13:5767
e390f3d2 10:1413
355c065d 21:2837
2fc1585f 19:1747
25f6e15a 10:3635/11:5867
ff678fcb 14:5847/10:4837
798c1315 37:7768/13:2625
93f167c7 58:4857
d6aa7c9f 13:3526
a13b4bc7 112:1767
6ed66ac4 10:1424
08febc04 25:6857
5affc8bf 17:2837/12:1514
5f295cb9 36:3726/11:6835
5e3a5a15 13:2827
904df67a 13:6877
40eb1b36 11:7766/42:7675/16:2625/14:4544/11:6857
a92ae010 21:3736
994f360c 22:2717
442ef65c 34:2717
43de6774 37:3728
cb4e4001 10:6877
03da7b44 10:7766
daf7a19c 22:7766
9af39051 18:2524
e6cf97ce 10:2423
77f7fb2b 78:1713
36e0fe8d 16:1514
b082ff37 10:4756
fb2bc408 15:2717
60ad9894 11:2717
eb812c93 626:761/55:8685/232:3827/95:4847/23:2515
efcdc75a 41:0807/30:2827/18:5847
333681ef 12:2625/21:3746
ce118486 28:6756
26c37a02 11:5655
73bb0002 15:0614
97bdda58 13:5766
51dbd86d 11:3727
3ef1b521 10:3736
84aba7bb 15:1713
ed625780 15:2575
dd8e77a8 20:3847
48fa3ea4 39:6877
25f65131 11:5756
d7307274 19:0605/16:2827/179:4837
c0e38f10 902:6835/108:1514/72:4756
868d9ac3 93:2736
8d20bf58 10:2625
61be5aff 11:2817
bd451af3 10:1413
5597ef4a 16:7866
fdc8eb69 10:0807
efcd882f 12:0604
0da14b34 11:447
d0c08cb2 16:6835/44:3726
d6231bc4 36:5767
0e9451d2 44:2817
d4050552 14:1575
e20ab3c5 14:3645
8c33d382 20:4837
e4609b1d 15:717
43dec069 12:2625
26c31eff 10:3746/20:3847
ba3c5ed4 10:5848
a6cb1453 14:2413
5fa00062 11:0504
b9095eea 24:5847
7dc0d2c2 25:4544
9d039450 21:3736
a6cae96d 15:7744
0d291bd6 18:6857
68bd4c62 1458:4858/18:4756
f4cb9565 10:6867
453cb33d 11:3635
39890712 39:5767
be7194aa 88:4645/212:2837/56:5867
8c323a7c 20:4645
30023c37 13:6564
10cd63c8 28:2717/13:4777
f5d8b3ed 113:1315
4e91a7df 10:5868
4da4ad09 17:4857/10:2625
3cd60d7a 44:6857
ad67e312 23:4645/10:2817
53fc1aec 10:3635
700655d0 17:4426
7f6ef420 10:2625
dd8fbde4 12:2515/25:3827
96af0280 20:5767
c35eec9c 34:5767
8b4b66ba 131:4837
9fad9cdb 52:1713
e13e19a2 10:227
e92faa12 17:1615/28:1757/69:6756/16:3847/14:2837
fdc95ee7 13:1317
a7d98299 34:7768/46:1514
471acd65 102:4645
2f49a465 12:2625/10:6835
f087eee9 30:2827
b6e9f175 12:1826
ab0dbff3 12:4554
d7b83600 11:2837
060ddeef 13:231
b81b21c3 20:3645
c3d7be55 10:1413
173d4b9b 18:5655
49618a88 206:6611n
5d8776da 11:7766
053834f4 10:6564
cf038f8d 192:2716/11:0605/49:8685/12:6665
deba6f3d 11:3746
ea1a56d1 14:2423
03db942d 11:4837
01fd938a 90:6665/16:3635
9d8b4e9f 43:2837
151b7e9b 16:2625
97357b50 1000:6665/30:5867
7ef48196 11:8685
c9e038ea 17:5847
f33ba16b 125:4858/63:4645
65f35e83 10:3734
ca5cb7d7 11:5655
ec701c70 52:7722n
e13ea726 33:7866
31984264 10:761
b19073ee 15:4857/25:3635
5afe0558 56:4544
c4aec388 17:4857/11:3847
92e3b253 10:3727
7cd2c35f 14:3635
bba7da11 13:6776
64e0183b 12:1757
cb4c322e 10:5867
798e13e8 29:5655
dd05422e 40:6463
bcdd0b5c 11:1413
d59d7b52 31:0504/31:3746
ec73f21a 21:1525/22:0605
9269f51b 377:6857/204:3726/11:0605
9510e743 16:1713
6b8b6012 13:6665
1a7042e7 31:4857
806caa21 10:2717
f3b18b2c 27:4756/13:5766
719f8c79 42:4756
2fc35185 17:2827
c17bb82b 28:4645
8715a673 18:7766
dbe6eaa1 64:1504
994d6629 10:0605
d6a83b87 29:5665
6b8b389c 11:6857
67d69918 12:3746/25:2625/12:1514/95:8685/22:6857
65791500 35:4645
b818c8a2 26:2716/28:5867
9510a77d 39:6665/17:4857
3fe05f51 22:1615/69:4645/52:4857/30:3635
0cb0cb16 12:1615
213121d6 18:3534
8606f42a 27:3635/71:4837
b3b5c9f2 10:7675/16:6857
acfe0c9e 171:0605/313:2635/33:1615
664c2046 13:7768
ce9ad92e 11:2625
2b06855b 12:5847/12:3728
f98695be 211:5867/180:4645
0f852cca 201:6867/193:2717/12:6564/15:5554
0cb027e9 14:3534
c68b9020 20:1413
896eb56e 13:457
e644dd34 17:1413
03510d1d 20:4645
2ed0e18f 11:4858/10:2625
cdaf23ec 83:0605
fe761e56 10:1317
f986b657 14:6867/23:6857
a02ae210 30:3746/92:3847/12:6857
d1584ec7 27:1713
435539fa 31:1826
c1f2ba67 13:3727
93f3aa9a 27:7788
85badcd2 12:3635
05b2df21 36:4837/76:5847
fe764a0b 399:1315/67:1317
0875ebf4 20:5766
b7f965f3 14:5655
85bac954 44:6867/12:6857
dfaa1dda 12:7675
02cbe605 12:0504/12:6877
14829010 16:2827
5c1ebdfe 61:7866
99c42f32 456:6665/36:8685/22:2625/20:3635/10:2716
72aa5b2d 17:2837/46:2717/22:5655
0a53c9c6 11:5777
90c69c6a 28:1514
9b6a407b 10:6665
777d28ef 18:5554
d0c37694 144:1413
e6ccdd57 17:6756
63124b6a 32:6877
bcdc0360 12:6564
a1b1c29d 14:3728
264958b0 23:3746/24:6857/14:2625
f11f2183 14:8887
646b56ee 1229:3847/609:5867/65:1615
36e3bfbd 68:7768/12:5655
d8d2d5e8 25:2827
dc17732c 10:0605
ea18c4c5 24:2827
69ac435c 18:3746
4e9399c0 10:6665
76e789e4 46:4645/13:8685
c68a3df2 14:4767
b3b48525 21:647/23:1000
62016f1a 20:1713
0d2b0dae 19:5767
cad7e24b 26:7766
e92db023 17:1413
5042a9c5 10:5767
0adbf03e 2717:1514/195:5655/39:5867
a5fd9946 32:3847
ab8606ff 18:7766
7dc370e7 21:6877
7f6cfbeb 20:4837
9af0aa8c 79:2524/11:6857
b081cfee 10:6777
a4673f4e 14:0403
7ba987b7 15:2837/12:6857
3ef2913d 48:8685
e4ea4387 41:2837
dc17c9d7 49:2817
398b9ac8 22:1826
32af27c9 16:7866
7fe58659 172:2717/61:5847/11:4645
72ab288d 19:1413
7e7f3ee1 18:4645
25f56a0d 21:1727
3c5d3afc 10:6857
bfe9a18f 16:4858
83d1a43c 16:6756
b11bf756 28:0605
d4062e41 48:2827
2c7e3716 145:5767
806d577e 11:4837
e7df17de 15:6756/43:8887
f440fb82 14:0605
68bfb90c 31:6776
a8b3b767 277:1757/192:6756/16:1615/26:0605/272:4645
b11bedaa 14:6857
d0c3ab9c 22:2625
85bbe88c 115:4645
ca5ecc2e 28:1757/20:6564/35:1747
f2a34fc0 14:6777
7cd0e2f5 14:2717/17:0605
817e626f 13:3635
817e63ce 37:7675
7abafa9e 269:3746/15:3526/10:5554/10:1514
4b45dd9c 17:3635/14:4857
7abaf959 15:6665/11:0504/16:2827
74c15d60 14:1826/22:1615
9e322389 11:651
366d5ee4 19:1413
7f6be35f 16:3635
e8398787 10:4837
0f0a5b25 33:0807/34:6756/11:5847/15:2827
9c143992 10:5554
cd205859 34:7766
72aceb67 14:2707
c35bc674 14:5655
fdcc5522 15:8887/25:1514
3816c60d 13:7866
01f8579f 25:2837/22:2827
d26bc80c 57:4837
66c3fab1 38:1514
bb2bbfa0 20:7768
3d49aca4 10:7766
68b85717 16:7788
460cb38e 11:8685
7199872b 12:3847/10:7766
03de36f6 11:5868
ea964289 38:5746
1374df1a 11:267
76e08502 17:5655
48febfde 10:5868
e6cbdb1e 34:5767/15:8685
5f2d44ed 11:4645
887b3964 15:3635
9be4d0b9 11:4837
e7515848 30:6857
d59b6bbe 20:4837
5d82d084 669:5867/1678:1514/133:6665
d3f178c2 74:3847/20:5867
6c7df85c 14:3635
7988f77c 135:1413
8c37c715 19:2615
0adc5f43 34:3635/15:7766
18d93277 14:1317
3ef5e53d 14:7675/30:6857
15979e9a 17:4857
f00bc269 11:6877
0cb64683 13:4756
6759b9df 34:4837
cbc35ab2 12:2625
98d12a61 11:6665
1bec20e7 16:3736
4685d121 13:7768
24e1198a 19:2837/12:8685/15:0605
12673898 106:7766/11:8685/16:3847
1d0f9381 59:4837/11:2827
86004103 27:6675
aa1b53d7 39:2717/15:5756
7ef1abf9 11:6877
b3b30e6a 13:3635
f6e816b8 17:2717
27d463c1 25:6564
239879bd 11:5554
562f4428 32:2827/16:0605/52:2837/17:8685
c42222cb 65:6824
84262869 11:6756
d26b5ab2 16:5857
7d4d08ef 137:4645/74:4857/28:3847
c79e90b0 25:4837
72ac3fdb 18:3726
2e5f708e 17:427
5c18da4a 77:2736
4ad82356 19:7766/13:6756
e7d8409c 111:1615
e3945b33 11:2625
bf66f5d5 210:4858/1036:6877/444:1315/24:4847
fba76f4a 10:6655
50449c7c 10:6675
0addc6f7 15:3827
bdc9700f 12:5655/11:2625
3ab86a6a 13:631
c605ed14 10:5767
bdc97268 12:5746
aa930106 10:2726
657e376d 30:2827
7b26f290 16:3728
a9a6190b 20:3847
8c3645a6 24:2325/59:2363
24e0bab0 12:6777
be75ee6c 27:4837
5fa5a5a1 202:7766
61321c8e 20:4645
1596268b 15:6877
54812b3f 13:6777
b98548a4 88:7675
9048a438 11:2634
bab05dc8 11:3847
7d4cca1a 73:3557
c06fbccc 20:3635/17:4858
f5dc86e7 37:4756/17:6877
bb2ab96b 74:1767
3e7daf42 10:1625/10:6665
f0838563 106:2736
46843f94 13:8685/283:1615/145:5655/11:4645/37:7711n/40:0605
dd8be0c3 33:3635
b7771df4 23:4857
4538bf2c 35:5847/37:2717
c6058122 38:1777
2f4dfc57 11:7766
92e77bae 63:8887/15:8685
eb84651b 54:4857
3a318970 19:2837
6923f84c 47:5655/13:1767
6cf56b30 17:761
f3b65520 11:5655
4bca4dd1 12:5465
6a9f8721 19:2625
551b0367 11:6765
d5131550 21:2837
ffebed46 25:7766/17:3746
42c8e6a4 293:4645/35:3847/17:1514
2e5e0c6b 94:651/11:3635
40eeecc7 24:7766
151f29ae 13:8887
59468f7d 43:4645
b7fe65ac 20:3635
36e570bd 134:7768/84:5655/75:2625
264f9304 43:4857
3559febc 91:7768
a647916b 56:2625
b6ed0f6f 17:3734
50cdd626 46:6564
01f9b5ae 12:7788
cf07998a 17:6777/15:4645
ad635c65 19:2454
0e911837 18:6657
ba393a97 14:3534/14:6877
6d6f7acf 12:5554
460d04d4 18:3635
72ad2a2c 33:5867
03df8ce8 10:7675
b1942a0d 34:357
3817172b 42:3635
562e7833 27:8685
4bca3450 20:1615
1a77d159 81:2635
c35a0a26 10:7768
78995c0b 21:2717
246a1925 31:5655/31:4645
58561778 31:5767
c533d3da 12:4857
e28580d8 24:4534
52e82faf 30:2837
264c137e 18:5655
46874adc 10:1514
8711c63d 11:1747
1e381489 11:2615
d04fbc0d 18:2625/10:8685
0719c495 80:4544
da78067c 26:7766
453bf061 50:5767
97bb1784 11:8887
debdabba 13:5767
264c35d2 17:2717
b00d4c10 11:3635
789973c9 11:5868
dbe2ad0e 13:0605
60abc998 30:3726/31:1826
2200444f 16:6564
a462588b 26:6867
f193a81f 115:4858
985a5b81 10:6665
32232c28 25:7675
beff0db1 11:2345
896a2a7e 13:3526
13ff7d46 24:3727
54826f03 124:5847/12:3635/81:0504
50ce77d8 11:6867
60abec43 15:1514
5fa6e3dc 31:4837/29:6857
1852700f 29:6564
af46c860 10:4645
3fe43f87 43:6657
d37adabc 128:7768
67d2e82d 17:6857
6a15c272 10:5655
b33815dc 45:2736/23:7711n
319f9509 585:7766
f33ce5a1 10:8887
6fc3af25 13:7768
035543da 20:2817
5f2f940f 27:2827
264c8bd6 11:2625/10:5655
9be6303d 11:2717
2f4e005c 16:161/11:3827
926d05c4 27:1314
55919bae 17:5655
937e07ff 19:5554
f6ea5f34 16:6857
559191e5 13:2524
0e1bd501 14:5766
d9c42b8a 29:7866
4b40cbcf 11:4544/14:7675
14868601 53:5767
c17f0fd5 12:3635
dc9b472e 10:5746
e31fcbfc 15:3727
e20ccc49 16:4837
84ad9ba3 24:0504
9b6fc43a 20:1826
12ecf95c 13:1713
275fc660 38:5847/13:3728
398e8145 14:1826
e83b695a 12:2615
be7614da 10:2634
d599d989 54:4837
2026f19f 48:5756
99c06228 22:2575
ade9dd6f 136:5867
17b22f66 12:5655
dc131bfb 11:1713
5c1b1f55 15:3727
8bc4e7c7 10:5766
afce2265 42:1525/18:2827
f6627089 14:2524/25:1727
231205b0 60:8685
2cf32667 12:6867
1151a412 20:761
2ed52655 17:6877
fb2cef03 40:4837
a5f9ab88 10:5868
5590046c 10:4857
45b3681c 15:3736
8cbdd250 16:1615/12:3847
896b486d 24:5655
8f015d21 10:2423
1fa3a99f 13:3635
91d00382 26:5847
4b41503e 11:5655
befe6d55 10:8685
67d3de23 15:6564
af47ed8d 156:4857/97:4645/24:1615/13:3635
d37bdbc6 32:3847
dd0076fe 73:4645/218:4857/107:8685
b44003ee 14:4645
1e397568 57:2625
2f4fd146 187:2837
f3b48009 20:2837
4065a1a5 14:761
366e1633 10:5554
6e583337 17:7766
c24b53db 35:6867/27:6857/10:1757
b440e11d 10:3635/17:4746
e3971203 11:6665
985b8296 17:3645
959cb462 66:4837
66c01be2 27:2827
85365b80 24:5868
6316b0db 33:1514/20:1806
d40217ac 11:7766
842579ca 10:5867
ef4305b4 26:4857/20:5655
c96fd7a1 21:3645
ee507b1c 42:4837
f8190030 26:7866
ac726145 19:761
95157a20 13:4837
2a107121 19:4858/10:4645
50466ab9 26:6564
540a4875 11:6675
02ceb4b8 92:1315/97:1323/31:1317
2e5c5cfc 23:2423
b81d3b20 24:3635/15:3728
6205e130 20:4635
f4cd1f6c 21:3847
3ef6afb9 11:5554
5944f848 12:6776
f6e4020a 52:4857/21:4645
104d5e84 111:7766
220efaf3 31:5655
3a3c35f5 20:8685/11:2827
6b81dbb2 35:2423
b901068d 12:5767
1401651c 18:3645
559feb08 11:5655
17347a1b 18:4645
8f87249e 12:4736
07176fc5 14:647
3b2f61b2 29:2837/212:1615/167:8685/23:5655
25fe2505 17:7675
790d67f8 15:231
b110de64 26:2625/23:8685/11:3746
df29a2cf 11:4544
e64eb183 13:5665
f9057b70 12:1615
d1dbb7fa 22:4645
02c1d2f7 13:2625
26cb0f9b 11:4645
65fa0cfe 23:1747
8796d6b6 12:507
90cca58e 24:6665
d51e305b 10:2827/23:5746
fe7c4b3d 12:3534
2394fa4d 29:3635/16:4857
1facf344 10:0605
5e3279a1 17:4857/31:4645
f816a5b0 78:3635
2b0cc4f5 122:5766
8da18727 34:5655/13:3726
bfe2298a 11:4756
f77e1f75 20:5867
9e3e6333 18:5554
44268fac 20:7675
37fba017 26:6776
d041fb56 15:2625
59c2d1bf 52:0605/36:3827
1401f866 10:6857
e4e1d2b3 27:1777
f44b338c 10:2837
3a3ceadc 17:2625/21:3847
2def1a7f 10:0605/10:3635
cc3f5772 260:3727
02c173fd 35:0504
58d1a89f 13:6857
a759268e 26:2817
079e6f36 22:6857
8240fc9a 168:2837/144:1747/22:5746/59:5867/15:1615/31:3847/40:5756
1ebfbe63 25:7766
173497f1 16:6665
487b506e 17:6564
52e60d20 21:6777
ea9a16fe 48:1625
3ef96522 17:8685/18:2625
6deb3501 11:8685
096c6e0b 11:7866
3dcc561e 14:6877
86855dfb 22:4857
0717dd58 26:0605
ed6aada1 23:4858
56aa3fcc 23:4645
ccb6eea0 20:0806
0bc21a22 11:2625/17:7768/11:5655
b08b0dfc 12:5655
a207fc73 36:7766
02c0b594 12:5847/20:0807
bdc5bcb3 37:1826
185dd557 34:1505
3ef89edc 43:3847
f220bfb7 13:5768
91577d66 11:5767
bfe39f42 12:1413
dd0eaef3 12:6857
d8d8333b 22:071
e9271d68 14:3736
1f24b831 14:7766
92eb97a6 28:6877
3ba7eb39 31:5867
44aeee10 11:4645
cc3ee87d 11:3726
11d6ab7a 156:6877/76:1727/53:1615/37:0605
6282011f 16:611
51d2a646 25:2827/11:8685/31:2837
ccb76525 44:2837
92623ae0 10:5847
035a54f9 30:2625
d73926ac 11:4756
72a17e9c 10:2423
18d4041e 12:5857
26caf506 10:761
99cffcfc 17:8685
6647746f 44:4857
bf6aad56 10:6857
04aa356e 82:2837/34:4756
ea9b4663 11:2625
8d291072 28:5767/28:6665
6edf5932 20:0605
93f85f2e 19:3847/11:2837
9eb6ca33 13:2625
39811fa6 10:1737
73b2a773 16:8685/15:761
548d6a94 90:3645
2b8463de 83:2325
1ebedc0c 16:3727
f66c5975 28:1713
9b603201 101:0807/39:5847/13:7766/66:6756/169:2827
c4a6769d 33:7675
9e3f20b5 20:7766
f5595ad2 32:7766
8da0d3c0 17:2524
56228435 18:6877/13:1727/10:0605
548d0dc4 14:3726
c1f9792b 30:4544/16:6677
49e0cfee 10:7768
ed6ba738 50:3746/24:8685/15:7766/90:3847/15:1514
65fb94d6 10:5847
e7d5919a 14:2523
8b436d94 10:4857
4ad5e46a 12:1514
